AcresBurned,RunSumAcresBurned,ArchiveYear,Counties,Started,Extinguished,Fatalities,Injuries,Latitude,Longitude,Location,MajorIncident,Name,PersonnelInvolved,StructuresDamaged,StructuresDestroyed,StructuresEvacuated,StructuresThreatened,WaterTenders
140,437482,2017,El Dorado,2017-07-26,2018-01-09,Unknown,,38.559707,-120.70013,"Ranch Camp Rd, Mt. Aukum",TRUE,Ranch Fire,,,Unknown,,,
1286,438768,2017,Sacramento,2017-07-26,2017-08-04,Unknown,,38.5181,-121.104,"Off Latrobe Rd & Scott Rd, near Rancho Murieta",FALSE,Latrobe Fire,,,Unknown,,,
27276,466044,2017,Siskiyou,2017-07-26,2017-09-26,Unknown,,41.59,-123.501,"About 18 miles northwest of Orleans, California in Siskiyou County.",FALSE,Orleans Complex,,,Unknown,,,
51,466095,2017,Santa Clara,2017-07-26,2018-01-09,Unknown,,37.44485,-121.84108,"Weller Rd and Calaveras Rd, 3 miles east of Milpitas",FALSE,Weller Fire,,,Unknown,,,
15,466110,2017,Nevada,2017-07-27,2018-01-09,Unknown,,39.16826,-120.95498,"Greenhorn Access Rd, Rollins Lake (Nevada Co)",FALSE,Greenhorn Fire,,,Unknown,,,
57,466167,2017,Tehama,2017-07-28,2018-01-09,Unknown,,40.1583,-122.3209,"Live Oak Road, Community of Ridgway, west of Red Bluff",FALSE,Live Fire,,,Unknown,,,
135,466302,2017,Los Angeles,2017-07-28,2018-01-09,Unknown,,34.792882,-118.851943,"Gorman School Rd at I-5, Gorman, Los Angeles County",FALSE,Gorman Fire,,,Unknown,,,
63,466365,2017,Riverside,2017-07-28,2018-01-09,Unknown,,33.81976,-117.18552,"Placentia Ave. at Eureka St, Nuevo",FALSE,Placentia Fire,,,Unknown,,,
690,467055,2017,Tuolumne,2017-07-29,2018-01-09,Unknown,,37.905545,-120.408135,"Jacksonville Road, south of Jamestown",TRUE,Jacksonville Fire,,,Unknown,,,
155,467210,2017,Siskiyou,2017-07-29,2018-01-09,Unknown,,41.9808,-121.9741,"Lakeview Dr. at Lake Ridge Rd., Pleasant Valley, 3 miles west of Dorris",FALSE,Hill Fire,,,Unknown,,,
17,467227,2017,Shasta,2017-07-29,2018-01-09,Unknown,,40.69259,-122.17384,"Blue Sky Road, east of Bella Vista ",FALSE,Sky Fire,,,Unknown,,,
4310,471537,2017,Plumas,2017-07-29,2017-09-26,Unknown,,39.9034,-120.9761,"Forest Road 24N26, 3 miles southwest of Quincy (Plumas County)",FALSE,Minerva Fire,,,Unknown,,,
236,471773,2017,El Dorado,2017-07-30,2018-01-09,Unknown,,38.538332,-121.039267,"South Shingle Rd at Michigan Bar Rd, northeast of Rancho Murieta",FALSE,Largo Fire,,,Unknown,,,
1350,473123,2017,Kern,2017-07-30,2017-09-26,Unknown,,35.543,-118.654,"1/2 mile west of USFS Democrat Fire Station, Kern River Ranger District",FALSE,Garden Fire,,,Unknown,,,
124,473247,2017,Tuolumne,2017-07-30,2018-01-09,Unknown,,37.90014,-120.36005,"Twist Road south of Algerine Road, Jamestown",FALSE,Twist Fire,,,Unknown,,,
2289,475536,2017,Tulare,2017-07-30,2017-09-26,Unknown,,36.0226,-118.94252,"Road 268 & E. Teapot Dome Ave., 4 miles east of Porterville",FALSE,Roadrunner Fire,,,Unknown,,,
5247,480783,2017,Stanislaus,2017-07-31,2017-09-26,Unknown,,38.329,-119.782,The Summit Complex consists of 3 fires burning on the Summit Ranger District of the Stanislaus National Forest.,FALSE,Summit Complex,,,Unknown,,,
200,480983,2017,Riverside,2017-07-31,2018-01-09,Unknown,,33.689092,-117.396404,"Off Amorose St, in the community of Lake Elsinore",FALSE,Rose Fire,,,Unknown,,,
100,481083,2017,San Bernardino,2017-07-31,2018-01-09,Unknown,,34.19076,-117.26969,"Hwy 18 x Old Waterman Canyon Rd., 1 mile south of Crestline",FALSE,Mile Fire,,,Unknown,,,
11,481094,2017,Sonoma,2017-07-31,2018-01-09,Unknown,,38.70289,-122.90217,"Independence Lane, 2 miles south of Geyserville",FALSE,Independence Fire,,,Unknown,,,
8094,489188,2017,Mariposa,2017-08-01,2017-11-27,Unknown,,37.644,-119.618,1 Mile South of Bridalveil Campground in Yosemite,FALSE,Empire Fire,,,Unknown,,,
19,489207,2017,Humboldt,2017-08-01,2018-01-09,Unknown,,40.39799,-123.57562,"Swayback Ridge, 5 southwest of Mad River",FALSE,Sway Fire,,,Unknown,,,
20,489227,2017,Tuolumne,2017-08-01,2018-01-09,Unknown,,37.65986,-120.31157,"Off Merced Falls Rd, northwest of Lake McClure ",FALSE,Falls Fire,,,Unknown,,,
32,489259,2017,Trinity,2017-08-02,2018-01-09,Unknown,,40.79902,-123.39253,"Sandy Bar, Hwy 299, 4 miles east of Burnt Ranch",FALSE,Sandy Fire,,,Unknown,,,
460,489719,2017,San Luis Obispo,2017-08-02,2018-01-09,Unknown,,35.40357,-120.28037,"Off Hwy 58 & Red Hill Rd, east of Wilson Corner",FALSE,Red Fire,,,Unknown,,,
70,489789,2017,San Luis Obispo,2017-08-02,2018-01-09,Unknown,,35.4403,-120.2913,"Hwy 58 near Camatta Creek Rd, east of Santa Margarita",FALSE,Camatta Fire,,,Unknown,,,
32,489821,2017,Trinity,2017-08-02,2018-01-09,Unknown,,40.804,-123.375,"North of Hwy 299, west of Del Loma",FALSE,Sandy Fire,,,Unknown,,,
2295,492116,2017,Tulare,2017-08-02,2017-10-09,Unknown,,36.257,-118.296,North of Jordan Hot Springs,FALSE,Indian Fire,,,Unknown,,,
85,492201,2017,Humboldt,2017-08-03,2018-01-09,Unknown,,40.11794,-123.76099,"Off Alderpoint Rd & Lower Sawmill Rd, east of Garberville",FALSE,Saw Fire,,,Unknown,,,
7697,499898,2017,Modoc,2017-08-03,2017-08-29,Unknown,,41.466,-120.321,southwest of Cedarville,FALSE,Parker 2 Fire,,,Unknown,,,
325,500223,2017,San Bernardino,2017-08-03,2018-01-09,Unknown,,34.08492,-117.03826,"Bryant Street at Hwy 38, City of Yucaipa",TRUE,Bryant Fire,,,Unknown,,,
10,500233,2017,Los Angeles,2017-08-03,2018-01-09,Unknown,,34.23925,-117.85182,"off Hwy 39 & East Fork Ave, north of Azusa",FALSE,Rincon Fire,,,Unknown,,,
30,500263,2017,Humboldt,2017-08-03,2018-01-09,Unknown,,40.27582,-123.64281,"Off Alderpoint Rd and Cemetery Rd, Blocksburg",FALSE,Blocksburg Fire,,,Unknown,,,
122,500385,2017,Riverside,2017-08-04,2018-01-09,Unknown,,34.009026,-117.239099,Stewart Rd at Woodson Rd in Moreno Valley,FALSE,Stewart Fire,,,Unknown,,,
50,500435,2017,Kern,2017-08-05,2018-01-09,Unknown,,35.70639,-118.47307,"Old State Rd & Dollar Rd, Wofford Heights",FALSE,Calgary Fire,,,Unknown,,,
530,500965,2017,Lassen,2017-08-06,2018-01-09,Unknown,,41.11989,-120.74968,"Ash Valley, 6 miles west of Madeline",FALSE,W-2 Fire,,,Unknown,,,
1020,501985,2017,Plumas,2017-08-06,2017-08-29,Unknown,,39.75371,-120.1397,"Chilcoot Ave, Chilcoot",FALSE,Chilcoot Fire,,,Unknown,,,
859,502844,2017,Lassen,2017-08-06,2018-01-09,Unknown,,39.888,-120.066,"Scott Rd, 9 miles south of Doyle",FALSE,Poslin Fire,,,Unknown,,,
92,502936,2017,Riverside,2017-08-07,2018-01-09,Unknown,,33.57139,-116.8247,Reed Valley Rd. and Forest Route 7S04 in Aguanga,TRUE,Reed Fire,,,Unknown,,,
3142,506078,2017,Siskiyou,2017-08-07,2017-08-28,Unknown,,41.853,-123.676,"Siskiyou Wilderness, Six Rivers NF",FALSE,Young Fire,,,Unknown,,,
82,506160,2017,Monterey,2017-08-07,2018-01-09,Unknown,,35.86596,-120.64584,Portuguese Canyon Rd. at Cross Country Rd. southeast of Bradley,FALSE,Country Fire,,,Unknown,,,
4736,510896,2017,Trinity,2017-08-07,2017-08-28,Unknown,,40.17598,-123.36882,"Dutchman Rd, east of Zenia",FALSE,Ruth Complex,,,Unknown,,,
62,510958,2017,Lake,2017-08-08,2018-01-09,Unknown,,38.94599,-122.81135,Bottle Rock Rd and Highway 29 in Kelseyville,TRUE,Bottle Fire,,,Unknown,,,
338,511296,2017,Kern,2017-08-10,2018-01-09,Unknown,,34.92907,-118.9267,"I-5 Freeway and Grapevine Rd, north of the Grapevine",TRUE,Rose Fire,,,Unknown,,,
15,511311,2017,Tehama,2017-08-10,2018-01-09,Unknown,,39.87983,-122.5415,Round Valley Rd and Paskenta Rd in Paskenta ,FALSE,Paskenta Fire ,,,Unknown,,,
114,511425,2017,Napa,2017-08-11,2018-01-09,Unknown,,38.49336,-122.2483,Hwy 128 and Sage Canyon Rd near Lake Berryessa,TRUE,Canyon Fire,55,,Unknown,,,
100,511525,2017,Santa Clara,2017-08-11,2018-01-09,Unknown,,37.14653,-121.68165,Hale Ave and Tilton Ave in Morgan Hill,FALSE,Tilton Fire,,,Unknown,,,
775,512300,2017,San Luis Obispo,2017-08-11,2018-01-09,Unknown,,35.7908,-120.77485,Field Rd and Perimeter Rd at Training Area Yankee 6 in Camp Roberts,FALSE,Yankee Fire,,,Unknown,,,
41,512341,2017,Siskiyou,2017-08-13,2018-01-09,Unknown,,41.99279,-122.9401,Wards Fork south of Donomore Meadows near the Oregon border.,FALSE,Ward Fire,,,Unknown,,,
19,512360,2017,Riverside,2017-08-13,2018-01-09,Unknown,,33.797216,-117.124538,Nuevo Road and Montgomery Road,FALSE,Nuevo Fire,,,Unknown,,,
1044,513404,2017,Riverside,2017-08-13,2017-08-16,Unknown,,33.98212,-117.30819,Blaine Rd and Terrace Dr,TRUE,Blaine Fire,,,Unknown,,,
125,513529,2017,Mariposa,2017-08-13,2018-01-09,Unknown,,37.62823,-120.30046,Merced Falls Rd and Coronado Rd in Lake McClure,FALSE,Coronado Fire,,,Unknown,,,
39715,553244,2017,Siskiyou,2017-08-14,2017-09-18,Unknown,,42.039,-123.218,"17 miles east of Cave Junction, Oregon",FALSE,Miller Complex,,,Unknown,,,
7000,560244,2017,Mariposa,2017-08-14,2017-11-27,Unknown,,37.538,-119.598,"off Wawona Rd, east of Wawona",FALSE,South Fork Fire,,,Unknown,,,
545,560789,2017,Riverside,2017-08-14,2018-01-09,Unknown,,33.95036,-116.88066,Misa Canyon Road and Bluff Street,TRUE,Mias Fire,,,Unknown,,,
78698,639487,2017,Siskiyou,2017-08-15,2017-11-29,Unknown,,41.841,-123.474,"5 miles W of Happy Camp, CA",FALSE,Eclipse Complex,,,Unknown,,,
17,639504,2017,Shasta,2017-08-17,2018-01-09,Unknown,,40.92602,-121.5935,HWY 299 just south of HWY 89 near Cassel,TRUE,Corner Fire,20,,Unknown,,,
168,639672,2017,Riverside,2017-08-19,2018-01-09,Unknown,,33.87679,-117.00258,"Lambs Canyon Road and Gilman Springs Road, Community of Gilman Springs",FALSE,Hills Fire,,,Unknown,,,
867,640539,2017,Yuba,2017-08-20,2018-01-09,Unknown,,39.1234,-121.32957,"Chuck Yeager Road, Beale Air Force Base",FALSE,Beale Fire,,,Unknown,,,
186,640725,2017,Plumas,2017-08-20,2018-01-09,Unknown,,39.9864,-120.89746,"Tollgate Creek and Oakland Camp Road, north of Quincy",FALSE,Toll Fire,,,Unknown,,,
200,640925,2017,San Diego,2017-08-21,2018-01-09,Unknown,,32.65003,-116.42907,"Royal Willie Road and La Posta Road, Community of Campo",TRUE,Eclipse Fire,,,Unknown,,,
200,641125,2017,Alameda,2017-08-22,2018-01-09,Unknown,,37.72543,-121.90516,"Range Road and Cromwell Avenue, Camp Parks Dublin, National Guard Reserve Forces Training Center",FALSE,Range Fire,,,Unknown,,,
31,641156,2017,Fresno,2017-08-23,2018-01-09,Unknown,,36.099681,-120.443545,"off of Highway 198 west of Parsons Road, Coalinga",FALSE,Juniper Fire,,,Unknown,,,
2312,643468,2017,Kings,2017-08-24,2017-09-18,Unknown,,36.05187,-120.05404,"off I-5 & Quebec Ave, north of Avenal",FALSE,I-5 Fire,,,Unknown,,,
62,643530,2017,San Diego,2017-08-26,2018-01-09,Unknown,,33.20988,-116.46989,"Montezuma Valley Rd., near the Community of Borrego Springs.",FALSE,Montezuma Fire,,,Unknown,,,
157,643687,2017,Lassen,2017-08-26,2018-01-09,Unknown,,40.80968,-120.48641,"off Termo Grasshopper Rd., northwest of Ravendale",FALSE,Peg Fire,,,Unknown,,,
111,643798,2017,Fresno,2017-08-26,2018-01-09,Unknown,,36.93332,-119.43376,"Oak Flat Lane and Sales Creek Rd., 5 miles south of Tollhouse ",FALSE,Flat Fire,,,Unknown,,,
40,643838,2017,Tehama,2017-08-26,2018-01-09,Unknown,,40.29831,-122.70449,"Hwy 36 and Vestal Road, west of Red Bluff",FALSE,Vestal Fire,,,Unknown,,,
18,643856,2017,Sonoma,2017-08-27,2018-01-09,Unknown,,38.26294,-122.71998,"Bodega Ave and Nosecchi Rd., east of Petaluma",FALSE,Bodega Fire,,,Unknown,,,
46,643902,2017,Riverside,2017-08-27,2018-01-09,Unknown,,33.6444,-117.3968,"Highway 74 and South Main Divide, 2 miles southwest of Lake Elsinore",FALSE,Canyon Fire,,,Unknown,,,
44,643946,2017,Alameda,2017-08-27,2018-01-09,Unknown,,37.56181,-121.56425,"Mines Road and Crane Ridge Road, 8 miles S of Livermore",FALSE,Mines Fire,,,Unknown,,,
69,644015,2017,Fresno,2017-08-27,2018-01-09,Unknown,,36.7279,-119.28241,Hwy 180 from Hills Valley to Ruth Hill,FALSE,Hill Fire,,,Unknown,,,
40,644055,2017,Humboldt,2017-08-28,2018-01-09,Unknown,,41.02705,-123.63721,"Tish Tang Road and Hostler, Hoopa",FALSE,Translator Fire,,,Unknown,,,
10,644065,2017,Amador,2017-08-28,2018-01-09,Unknown,,38.34421,-120.72274,"Butte Mountain road, 3 miles east of Jackson",FALSE,Sandra Fire,,,Unknown,,,
54,644119,2017,Siskiyou,2017-08-28,2018-01-09,Unknown,,41.222,-122.27499,"Bradley Ridge, City of Dunsmuir ",FALSE,Bradley Fire,,,Unknown,,,
54,644173,2017,Siskiyou,2017-08-28,2018-01-09,Unknown,,41.222,-122.292,West of Dunsmuir,FALSE,Bradley Fire,,,Unknown,,,
36556,680729,2017,Tulare,2017-08-29,2017-11-29,Unknown,5,36.15356,-118.74103,"Highway 190, east of Springville",TRUE,Pier Fire,1728,,2,,540,27
12407,693136,2017,Madera,2017-08-29,2017-10-24,Unknown,,37.44663,-119.64622,"Highway 41, south of Fish Camp",FALSE,Railroad Fire,,,9,,,
4016,697152,2017,Butte,2017-08-29,2017-09-09,Unknown,2,39.57701,-121.30209,"Ponderosa way and Lumpkin road, 2 miles NW of Forbestown ",FALSE,Ponderosa Fire,,,54,,,
6042,703194,2017,Lassen,2017-08-29,2017-09-01,Unknown,,40.43962,-120.22215,"Little Mud Flat, 18 miles northeast of Susanville ",FALSE,Mud Fire,,,Unknown,,,
8925,712119,2017,Mono,2017-08-29,2017-09-12,Unknown,,38.655,-119.55425,"West of Hwy 395, north of Hwy 89, south of Topaz",FALSE,Slinkard Fire,,,Unknown,,,
55,712174,2017,Siskiyou,2017-08-29,2018-01-09,Unknown,,41.99483,-121.90077,"off of Owens Rd and Hwy 97, northeast of Dorris ",FALSE,Owens Fire,,,Unknown,,,
18618,730792,2017,Lassen,2017-08-30,2017-09-12,Unknown,,40.69573,-119.93499,23 miles east-southeast of Madeline,FALSE,R-4 Fire,,,Unknown,,,
28,730820,2017,Modoc,2017-08-30,2018-01-09,Unknown,,41.4844,-120.36659,"4 miles east of Dorris Reservoir, east of Alturas",FALSE,4-4 Fire,,,Unknown,,,
27,730847,2017,Modoc,2017-08-30,2018-01-09,Unknown,,41.64469,-120.31814,"off Highway 395 and County Road 118, 16 miles north of Alturas.",TRUE,4-10 Fire,,,Unknown,,,
392,731239,2017,Nevada,2017-08-30,2018-01-09,Unknown,1,39.34292,-121.12004,"Off Hwy 49 & Pleasant Valley Rd, south of North San Juan  ",TRUE,Pleasant Fire,48,1,0,,,1
102,731341,2017,Fresno,2017-08-30,2018-01-09,Unknown,,36.36113,-120.32685,"Mendota Road and Interstate 5, 12 miles north of Coalinga",FALSE,Coalinga Fire,,,Unknown,,,
21846,753187,2017,Trinity,2017-08-30,2017-11-15,Unknown,,40.76025,-123.10003,"Hwy 299 near town of Helena, Junction City",FALSE,Helena - Fork Fire,,,Unknown,,,
85,753272,2017,Riverside,2017-08-31,2018-01-09,Unknown,,117.337331,34.015742,Marlborough ave and Northgate street,FALSE,Marlborough Fire,,,Unknown,,,
34,753306,2017,Humboldt,2017-08-31,2018-01-09,Unknown,,40.03697,-123.64214,"Miller Ranch road x Bell Springs road, 10 miles NE Leggett ",FALSE,Miller Fire,,,Unknown,,,
30,753336,2017,Los Angeles,2017-08-31,2018-03-22,Unknown,,34.52055,-118.62882,"I-5, north of Hughes Rd., 2 miles north of Lake Hughes",FALSE,Castaic Fire,,,Unknown,,,
130,753466,2017,San Diego,2017-09-01,2018-01-09,Unknown,,32.6001,-116.76997,near Hwy 94/Marron Valley Rd in the community of Dulzura.,TRUE,Border Fire,220,,Unknown,,,7
25,753491,2017,Shasta,2017-09-01,2018-01-09,Unknown,,40.71923,-122.02525,"Oak Run Road and Hopper Lane, Oak Run",FALSE,Hopper Fire,,,Unknown,,,
7194,760685,2017,Los Angeles,2017-09-01,2017-09-09,Unknown,,34.22957,-118.2674,"Lowell Ave and I-210, Verdugo Hills, Los Angeles City",FALSE,La Tuna Fire ,,,Unknown,,,
1319,762004,2017,Kern,2017-09-01,2017-09-09,Unknown,,35.76,-118.406,"Kernville Rd. x Sierra Way, 6 miles north of Lake Isabella",FALSE,Caldwell Fire,,,Unknown,,,
3874,765878,2017,Riverside,2017-09-02,2017-09-06,Unknown,,33.97471,-117.09984,"San Timoteo Canyon Road / Fisherman's Retreat, Beaumont",TRUE,Palmer Fire,,,Unknown,,,1
100,765978,2017,Fresno,2017-09-03,2018-01-09,Unknown,,36.09486,-120.52189,"Hwy 198 and Mineral Springs Rd., 9 miles west of Coalinga",FALSE,Parkfield Fire,,,Unknown,,,
1035,767013,2017,Madera,2017-09-03,2017-09-13,Unknown,,37.21616,-119.48067,"Mission Dr. and Italian Bar Rd., 2 miles east of North Fork",TRUE,Mission Fire,,,4,,,
680,767693,2017,Mariposa,2017-09-03,2018-01-09,Unknown,,37.37397,-119.83556,"Indian Peak Rd and Usona Rd, 9 miles southeast of Mariposa",TRUE,Peak Fire,8,,2,,,
1749,769442,2017,Stanislaus,2017-09-03,2017-09-13,Unknown,,38.12,-119.941,Bourland area of the Stanislaus National Forest ,FALSE,Creek Fire,,,Unknown,,,
120,769562,2017,San Luis Obispo,2017-09-03,2018-01-09,Unknown,,35.31886,-120.50886,"Santa Margarita Lake Rd. and W. Pozo Rd., 7 miles SE of Santa Margarita",FALSE,Margarita Fire,,,Unknown,,,
100,769662,2017,Santa Clara,2017-09-03,2018-01-09,Unknown,,36.99092,-121.59899,"Ballybunion Ct, Gilroy",FALSE,Bally Fire,,,Unknown,,,
79,769741,2017,Plumas,2017-09-03,2018-01-09,Unknown,,40.13278,-120.9204,"Hwy 89, Ã‚Â¼ mile north of Crescent Mills",FALSE,Mills File,,,Unknown,,,
21,769762,2017,Lake,2017-09-05,2018-01-09,Unknown,,39.01748,-122.49327,"Off Hwy 20 and Mule Skinner Road, east of Clearlake ",FALSE,Mule Fire,,,Unknown,,,
2575,772337,2017,Plumas,2017-09-05,2017-09-13,Unknown,,39.75312,-120.75485,McRae Meadows,FALSE,Eureka Fire,,,Unknown,,,
0,772337,2017,Mariposa,2017-09-07,2018-01-09,Unknown,,37.73596,-119.78256,Hwy 120 and Big Oak Flat Road near Foresta,FALSE,Rattlesnake Fire,,,Unknown,,,
25,772362,2017,San Diego,2017-09-07,2018-01-09,Unknown,,32.59252,-116.61609,1 mile west of Tecate Port Of Entry in Potrero,FALSE,Border 9 Fire,,,Unknown,,,
34,772396,2017,Riverside,2017-09-10,2018-01-09,Unknown,,33.73547,-117.33364,"Ellie Way and El Toro Road, Lake Elsinore",FALSE,Ellie Fire,,,Unknown,,,
10,772406,2017,Fresno,2017-09-11,2018-01-09,Unknown,,37.10067,-119.32109,"Indian Rock Rd and Musick Creek Lane, Community of Shaver Lake",FALSE,Shaver Fire,,,Unknown,,,
43,772449,2017,Monterey,2017-09-11,2018-01-09,Unknown,,36.17297,-120.87609,"off of Hwy 198 and Pine Valley, east of San Lucas",FALSE,Pine Fire,,,Unknown,,,
50,772499,2017,San Mateo,2017-09-11,2018-01-09,Unknown,,37.41591,-122.3001,"Skyline Rd and Skeggs Point, 3 miles west of Woodside",TRUE,Skeggs Fire,85,,Unknown,,,
995,773494,2017,Shasta,2017-09-12,2018-01-09,Unknown,3,40.98352,-121.81623,"off of Baker Rd, east of Big Bend",TRUE,Berry Fire,317,,Unknown,,,3
40,773534,2017,Del Norte,2017-09-12,2018-01-09,Unknown,,41.98128,-124.01168,"off Low Divide Rd, west of Rockland",FALSE,Hole Fire,,,Unknown,,,
200,773734,2017,Lake,2017-09-12,2018-01-09,Unknown,,39.44543,-122.85194,"Skeleton Glade, 5 miles east of Lake Pillsbury ",FALSE,Skeleton Fire,,,Unknown,,,
58,773792,2017,Lake,2017-09-12,2018-01-09,Unknown,,39.42604,-123.03344,"Elk Mountain Rd, west of Lake Pillsbury",FALSE,Slides Fire,,,Unknown,,,
12,773804,2017,Butte,2017-09-12,2018-01-09,Unknown,,39.44257,-121.60683,"off Pacific Heights Road, west of Palermo",FALSE,Pacific Fire,,,Unknown,,,
13417,787221,2017,Trinity,2017-09-12,2017-11-20,Unknown,,40.2275,-123.03583,"Black Rock Mountain, North Portion of Yolla BollyWilderness",FALSE,Buck Fire,,,Unknown,,,
136,787357,2017,El Dorado,2017-09-17,2018-01-09,Unknown,,38.5758,-120.915,"off French Creek Rd near Bonnetti Rd, south of the community of Shingle Springs",TRUE,French Fire,,,Unknown,,,
429,787786,2017,Madera,2017-09-18,2018-01-09,Unknown,,37.14624,-120.015509,"Road 29 & Road 26, southwest of Raymond",FALSE,Eastman Fire,,,Unknown,,,
39,787825,2017,Tuolumne,2017-09-19,2018-03-26,Unknown,,37.896778,-120.504134,"On Table Mountain, west of Table Mountain Road and Chicken Ranch Road, Jamestown",FALSE,Table Fire,,,Unknown,,,
146,787971,2017,Mendocino,2017-09-19,2018-01-09,Unknown,3,39.02482,-123.1362,"Off Hwy 101 & Crawford Ranch Rd, Hopland",TRUE,Grape Fire,,,Unknown,,,
155,788126,2017,Alameda,2017-09-19,2018-04-05,Unknown,,37.63358,-121.49925,"Off Corral Hollow Road, South of Tracy",FALSE,Corral Fire,,,Unknown,,,
237,788363,2017,Fresno,2017-09-19,2018-01-09,Unknown,,36.24653,-120.31598,"Hwy 33 & Shell Rd, north of Coalinga",FALSE,Murphy Fire,,,Unknown,,,
245,788608,2017,San Luis Obispo,2017-09-20,2018-01-09,Unknown,,35.12269,-120.39387,"Huasna Townsite Rd & Huasna Rd, Huasna",TRUE,Huasna Fire,,,Unknown,,,
10,788618,2017,Mariposa,2017-09-20,2018-01-09,Unknown,,37.76888,-120.15846,"Dexter Rd and Pine Lake Dr, 5 miles east of Coulterville",FALSE,Dexter Fire,,,Unknown,,,
48,788666,2017,Madera,2017-09-20,2018-01-09,Unknown,,36.94652,-120.90462,"off Arburua Road and I-5, southwest of Los Banos",FALSE,Power Fire,,,Unknown,,,
55,788721,2017,Solano,2017-09-23,2018-01-09,Unknown,,38.4446,-122.0041,"Estate Rd & John Wayne Rd, north of Vacaville",TRUE,Estate Fire,,1,2,,,
25,788746,2017,San Luis Obispo,2017-09-23,2018-01-09,Unknown,,35.76343,-121.04445,"Lynch Canyon Rd & Lakeview Rd, northwest of Lake Nacimiento",FALSE,Cove Fire,,,Unknown,,,
28,788774,2017,Butte,2017-09-25,2018-01-09,Unknown,,39.8255,-121.7127,"Hwy 32 and Humboldt Road, 5 miles northeast of Chico ",FALSE,32 Fire,,,Unknown,,,
2662,791436,2017,Orange,2017-09-25,2017-10-04,Unknown,,33.8668,-117.68598,"CA-91 and Cole Canyon, City of Anaheim",FALSE,Canyon Fire,,,Unknown,,,
22,791458,2017,Alameda,2017-09-26,2018-01-09,Unknown,,37.77982,-122.169,"Edwards Ave and Mountain Blvd, 6 miles southeast of Oakland ",FALSE,Edwards Fire,,,Unknown,,,
26,791484,2017,Yuba,2017-09-26,2018-01-09,Unknown,,39.03168,-121.40947,"Jasper lane and Levee road, 1 mile NE of Wheatland",FALSE,Jasper Fire,,,Unknown,,,
105,791589,2017,San Luis Obispo,2017-09-26,2018-01-09,Unknown,,35.3024,-120.65279,near Cal Poly,FALSE,Poly Fire,,,Unknown,,,
74,791663,2017,San Luis Obispo,2017-09-26,2018-01-09,Unknown,,35.5956,-120.56068,"Linne Rd x Geneseo Rd, east of Paso Robles",FALSE,Linne Fire,,,Unknown,,,
18900,810563,2017,Tulare,2017-09-27,2017-12-02,Unknown,,36.27138,-118.48555,Golden Trout Wilderness near Lion Meadow.,FALSE,Lion Fire,,,Unknown,,,
143,810706,2017,Butte,2017-09-28,2018-01-09,Unknown,,40.07613,-121.56858,"Humboldt Rd and Soda Springs Rd, 14 miles NE Forest Ranch",FALSE,Soda Fire,,,Unknown,,,
444,811150,2017,Santa Barbara,2017-09-29,2018-01-09,Unknown,,34.67403,-120.4393,"Rucker Rd and Purisima Rd, 2 miles north east of Lompoc",FALSE,Rucker Fire,,,Unknown,,,
40,811190,2017,Kern,2017-09-29,2018-01-09,Unknown,,35.59302,-118.46734,"Todd Ct and Brick Dr, east of Lake Isabella",FALSE,Lakewood Fire,,,Unknown,,,
35,811225,2017,Riverside,2017-09-29,2018-01-09,Unknown,,33.74925,-117.10301,Hy 74 and Melba Avenue,FALSE,Melba Fire,,,Unknown,,,
100,811325,2017,Solano,2017-10-02,2018-01-09,Unknown,,38.43658,-121.97233,"Timm Rd and Peaceful Glen Rd, 5 miles north of Vacaville ",FALSE,Timm Fire,,,Unknown,,,
17,811342,2017,Mariposa,2017-10-03,2018-01-09,Unknown,,37.41231,-119.87465,"Ramblin Road and Mount Lilac Road, 4 miles south of Bootjack",FALSE,Ramblin Fire,,,Unknown,,,
20,811362,2017,Tehama,2017-10-03,2018-01-09,Unknown,,40.20077,-122.24731,"off Hwy 36W and Monroe St., West Red Bluff",FALSE,36 Fire,,,Unknown,,,
87,811449,2017,Lake,2017-10-06,2018-01-09,Unknown,,39.15016,-122.576,"Bartlett Springs, community of Clearlake",TRUE,Ridge Fire,,,Unknown,,,
20,811469,2017,Sonoma,2017-10-07,2018-01-09,Unknown,,38.51937,-123.24713,"Fort Ross Rd and Hwy 1, north of Jenner",FALSE,Fort Fire,,,Unknown,,,
40,811509,2017,Shasta,2017-10-08,2018-01-09,Unknown,,40.70627,-122.24199,"off of Argonaut Trail and Dry Creek Rd, Jones Valley",FALSE,Jones Fire,,,Unknown,,,
10,811519,2017,Tehama,2017-10-08,2018-01-09,Unknown,,40.24789,-122.255,"off of Jelly Ferry Rd and I-5, north of Red Bluff",FALSE,Freeway Fire,,,Unknown,,,
20,811539,2017,Humboldt,2017-10-08,2018-01-09,Unknown,,40.88516,-123.96844,"off of Blue Lake Blvd and Hwy 299,  east of Eureka ",TRUE,Blue Fire,,,Unknown,,,
36807,848346,2017,Napa,2017-10-08,2017-10-31,22,,38.60895,-122.62879,"off of Hwy 128 and Bennett Ln, Calistoga",TRUE,Tubbs Fire (Central LNU Complex),,317,5636,,,
8417,856763,2017,Butte,2017-10-08,2017-10-16,Unknown,,39.62496,-121.52966,"off Cherokee Road and Zonalea Lane, Oroville ",TRUE,Cherokee Fire,97,1,6,,,
